iter	Logloss
306	0.3040524492
307	0.3038443943
308	0.3036318579
309	0.303389249
310	0.3032349768
311	0.3030815364
312	0.3028471542
313	0.3025953537
314	0.3024042324
315	0.3022649207
316	0.30213208
317	0.3019745274
318	0.3018101426
319	0.3016945216
320	0.3015499827
321	0.3013291883
322	0.3010710455
323	0.3008046458
324	0.3006579925
325	0.3004843542
326	0.3002894549
327	0.3001478825
328	0.29996679
329	0.299861288
330	0.299704184
331	0.2993361755
332	0.2991055464
333	0.2988843122
334	0.298696829
335	0.2985814048
336	0.2983990525
337	0.2982043586
338	0.2979726749
339	0.2978510293
340	0.2976637483
341	0.2974692492
342	0.2973418101
343	0.2971566263
344	0.2969382999
345	0.2966977502
346	0.296533618
347	0.2963606183
348	0.2961409551
349	0.2959226141
350	0.2957464056
351	0.2955658749
352	0.2953838673
353	0.2951591987
354	0.2950410826
355	0.2948128285
356	0.2945811677
357	0.294496825
358	0.2943518359
359	0.2941881711
360	0.2940333188
361	0.2938688332
362	0.293663953
363	0.2933836831
364	0.2932351015
365	0.2931112902
366	0.2929021456
367	0.2927105893
368	0.2925444985
369	0.2924431506
370	0.2922868614
371	0.2921551002
372	0.291898263
373	0.2917030126
374	0.2915178845
375	0.2913122649
376	0.2910453793
377	0.2908241012
378	0.2906554019
379	0.2905586991
380	0.2903531247
381	0.2902125481
382	0.2900616901
383	0.2898802241
384	0.2896854252
385	0.2895421905
386	0.2893556409
387	0.2892212556
388	0.289064352
389	0.2890013025
390	0.2886513006
391	0.2885521126
392	0.2884076422
393	0.2881493771
394	0.2879687347
395	0.2877941188
396	0.2876836659
397	0.2874792484
398	0.2873509318
399	0.2872335984
400	0.2871260772
401	0.2870031832
402	0.2867270167
403	0.2866150755
404	0.2865045049
405	0.2863138637
406	0.2862599278
407	0.2861235693
408	0.28597868
409	0.2857810566
410	0.28563991
411	0.28550173
412	0.2853948782
413	0.2852374561
414	0.285118673
415	0.284974225
416	0.2848750208
417	0.2847499493
418	0.2845798274
419	0.28443429
420	0.2843907128
421	0.2842482819
422	0.2841408557
423	0.2839900957
424	0.2838791709
425	0.2836510147
426	0.28355114
427	0.283441183
428	0.2831877704
429	0.2830053689
430	0.2829045934
431	0.2827322831
432	0.2825345721
433	0.2823805779
434	0.2821535682
435	0.2819337947
436	0.2816627103
437	0.2814973842
438	0.2813242679
439	0.2811717154
440	0.2809936384
441	0.2808507831
442	0.2807215691
443	0.2804693205
444	0.2803371693
445	0.2801681815
446	0.2800563796
447	0.2799242367
448	0.2798069869
449	0.2796680103
450	0.2794957767
451	0.2794145916
452	0.2792850462
453	0.2791768762
454	0.279000619
455	0.2789141385
456	0.2787097505
457	0.2784930596
458	0.2783367405
459	0.2781771374
460	0.2780962599
461	0.2779944764
462	0.2778196956
463	0.277688098
464	0.2775322754
465	0.2773411855
466	0.2772136024
467	0.2770480658
468	0.2769220729
469	0.2767699299
470	0.2766710985
471	0.2765801959
472	0.2764328599
473	0.2763210396
474	0.2761628378
475	0.2760193372
476	0.2758731811
477	0.2758277481
478	0.2757167635
479	0.2756322321
480	0.2755409989
481	0.2753961961
482	0.2752739095
483	0.2750917343
484	0.2749511037
485	0.2748609111
486	0.2747267789
487	0.2746295126
488	0.2745581446
489	0.2743291245
490	0.2742347892
491	0.274144274
492	0.2740382683
493	0.2739443388
494	0.2738868969
495	0.2737428045
496	0.2737364529
497	0.2736411755
498	0.2735347709
499	0.2733330748
500	0.2731295397
501	0.2730290074
502	0.2729390442
503	0.272809308
504	0.2727056928
505	0.2726266968
506	0.2724307287
507	0.2723123275
508	0.2721758445
509	0.2720666906
510	0.2719119607
511	0.2717247953
512	0.2716301212
513	0.2714964705
514	0.2713877596
515	0.2713246057
516	0.2712325876
517	0.2711024517
518	0.2708968725
519	0.270703269
520	0.2705934403
521	0.2705874569
522	0.2704949023
523	0.2703693061
524	0.2702284094
525	0.2702225497
526	0.2701018657
527	0.2699047992
528	0.2697687559
529	0.2696245714
530	0.2694956989
531	0.2693883037
532	0.2692530605
533	0.2692049461
534	0.2690635695
535	0.2689607846
536	0.2688354324
537	0.2687162123
538	0.2686233569
539	0.2685314111
540	0.2684076648
541	0.2682478316
542	0.2681431433
543	0.2680147174
544	0.267921446
545	0.2677083354
546	0.267529267
547	0.2674367061
548	0.2672992163
549	0.2671550792
550	0.267067
551	0.266933138
552	0.2668669872
553	0.2667330817
554	0.2665899695
555	0.266462848
556	0.2662963229
557	0.2661630316
558	0.2660468177
559	0.2659244933
560	0.2658242798
561	0.2657280155
562	0.2656056465
563	0.2654477558
564	0.2653193633
565	0.2651897301
566	0.2650448887
567	0.2648743463
568	0.2647785938
569	0.2646566384
570	0.2645131834
571	0.2643965857
572	0.2643221105
573	0.2642425395
574	0.2641100821
575	0.2639949915
576	0.2638861325
577	0.2637461089
578	0.2636202866
579	0.2634629092
580	0.2634024596
581	0.2632731248
582	0.2631248396
583	0.26294935
584	0.2628262296
585	0.2627387264
586	0.2625261514
587	0.2624144553
588	0.2622855808
589	0.262182291
590	0.2620706859
591	0.2619457243
592	0.2618410563
593	0.2617950403
594	0.2617899377
595	0.2616738948
596	0.2615659488
597	0.261447032
598	0.2612438289
599	0.2611534087
600	0.2609828455
601	0.2608715122
602	0.2606574475
603	0.260548115
604	0.2604335328
605	0.2603165737
606	0.2602075927
607	0.2601754994
608	0.2601023114
609	0.260016707
610	0.2599141466
611	0.2598411105
612	0.2597474736
613	0.2596344602
614	0.2595373521
615	0.2594295137
616	0.2593005551
617	0.2592871142
618	0.2592697084
619	0.2591889206
620	0.2590344011
621	0.2588967974
622	0.2588203627
623	0.2586712811
624	0.2585337848
625	0.2584156414
626	0.2582921599
627	0.2582158722
628	0.2580811224
629	0.2579809259
630	0.2578756501
631	0.257734279
632	0.2575787542
633	0.2574377042
634	0.2574253179
635	0.2573273512
636	0.2571585885
637	0.2569701168
638	0.2569605619
639	0.2568316135
640	0.2567967898
641	0.2567192341
642	0.2565990391
643	0.2565083683
644	0.2564260011
645	0.2563272101
646	0.2561966594
647	0.2560330171
648	0.2559249092
649	0.2558154184
650	0.2557180177
651	0.2557138902
652	0.2556536647
653	0.2555080323
654	0.2554291244
655	0.2553942625
656	0.2553016701
657	0.2552068826
658	0.255106919
659	0.2550181041
660	0.2549543665
661	0.2549133918
662	0.25490227
663	0.2548942549
664	0.2548279544
665	0.2547775639
666	0.2546899423
667	0.2545836216
668	0.2545591755
669	0.2545275394
670	0.2544394689
671	0.254356387
672	0.2542539435
673	0.2541503131
674	0.2540713099
675	0.2539503127
676	0.2539425397
677	0.2538058102
678	0.253683158
679	0.2535614622
680	0.2534438959
681	0.2533499369
682	0.2532283963
683	0.2531172525
684	0.2530296706
685	0.2529278566
686	0.252842615
687	0.2527673784
688	0.2526568
689	0.2525372252
690	0.2524406712
691	0.2522446892
692	0.2521377387
693	0.2520727455
694	0.2520004257
695	0.2519012306
696	0.2518069518
697	0.2517486704
698	0.2516663031
699	0.2515953417
700	0.2514986822
701	0.2513867776
702	0.2512963566
703	0.2511165161
704	0.251046211
705	0.2509285412
706	0.2507813574
707	0.2506312538
708	0.2505322424
709	0.2504206439
710	0.2503348132
711	0.2502432197
712	0.2501484863
713	0.2500532211
714	0.2499701723
715	0.249903034
716	0.2497981047
717	0.2497302225
718	0.2496098005
719	0.2494771128
720	0.2493676638
721	0.249285819
722	0.2492732348
723	0.2491474174
724	0.2490291802
725	0.2489481248
726	0.2488717754
727	0.2487907974
728	0.2486979457
729	0.2486173812
730	0.2485314662
731	0.2485191604
732	0.248403936
733	0.2483919668
734	0.2482899376
735	0.2482151979
736	0.2480968621
737	0.2480774415
738	0.2480004836
739	0.2479403359
740	0.2478136072
741	0.2476850634
742	0.2475577834
743	0.2474722752
744	0.2473779683
745	0.2473018878
746	0.2472191109
747	0.2471388305
748	0.2470756426
749	0.2469728173
750	0.2468790144
751	0.2467892523
752	0.2466278987
753	0.246531525
754	0.2464343366
755	0.2463044745
756	0.2462030958
757	0.2461271249
758	0.2460623735
759	0.2459425784
760	0.2458540728
761	0.2457764716
762	0.2456850763
763	0.2456012703
764	0.2454539051
765	0.2453407348
766	0.2452794428
767	0.2451438532
768	0.2450749565
769	0.2449540445
770	0.2448536993
771	0.2447657546
772	0.2447139424
773	0.2445645944
774	0.2444293459
775	0.2442938974
776	0.2441091415
777	0.2440864664
778	0.2440037496
779	0.2438808278
780	0.2437805957
781	0.2436497558
782	0.2435625467
783	0.2434764815
784	0.2433700791
785	0.2432902443
786	0.2432058881
787	0.243129346
788	0.2430169524
789	0.2429291823
790	0.2428537302
791	0.2427735853
792	0.242692025
793	0.2426233093
794	0.2424947701
795	0.2423600002
796	0.2422450192
797	0.2421658579
798	0.2420745903
799	0.2419873329
800	0.2418820913
801	0.2417808478
802	0.2416912584
803	0.241574476
804	0.2414533229
805	0.2413188631
806	0.2412381279
807	0.241144725
808	0.2410648198
809	0.2409791938
810	0.2409100864
811	0.2408996251
812	0.2408541015
813	0.2407481174
814	0.2406693497
815	0.2406119704
816	0.2405281385
817	0.240453767
818	0.2403479933
819	0.2402587817
820	0.2401802932
821	0.2400378281
822	0.2399908833
823	0.2398975469
824	0.2398010191
825	0.2397130659
826	0.2396567488
827	0.239572844
828	0.2395010871
829	0.2393980626
830	0.2392950474
831	0.2392207566
832	0.2391599171
833	0.2390795105
834	0.239016948
835	0.2389305686
836	0.2387778626
837	0.2386790363
838	0.238577766
839	0.2384510462
840	0.2383760343
841	0.2383594036
842	0.2382476184
843	0.2381788416
844	0.2381173799
845	0.2380107047
846	0.2379160759
847	0.2377943389
848	0.2376772998
849	0.2376028163
850	0.237531328
851	0.2374398354
852	0.2373769405
853	0.2372716757
854	0.2371911851
855	0.2371103619
856	0.2369437669
857	0.2368539425
858	0.236785518
859	0.2366884044
860	0.2366698148
861	0.2365857575
862	0.2364584311
863	0.2363838951
864	0.2362851048
865	0.2362269341
866	0.236155717
867	0.2360887865
868	0.2359813991
869	0.2359062996
870	0.2357762565
871	0.2356816805
872	0.2356050646
873	0.2355308373
874	0.2354517373
875	0.2353409701
876	0.2352613037
877	0.2352033962
878	0.2351137591
879	0.235049773
880	0.2349532525
881	0.2348674755
882	0.2347709794
883	0.2346770458
884	0.2346070359
885	0.2345805131
886	0.2344896637
887	0.2344173766
888	0.2343366155
889	0.2342520849
890	0.2341399093
891	0.23406532
892	0.2339743676
893	0.2338807027
894	0.2337795013
895	0.2336877826
896	0.2336211215
897	0.2335365403
898	0.2334582453
899	0.2333787302
900	0.2332938218
901	0.2331994379
902	0.2331043049
903	0.2329979874
904	0.2329173418
905	0.2328275713
906	0.2327376498
907	0.2326369504
908	0.2325459125
909	0.2324701574
910	0.2323601684
911	0.2322968254
912	0.2322434899
913	0.2321387266
914	0.2320865836
915	0.2319661435
916	0.2318838096
917	0.2317506365
918	0.2316735222
919	0.2316646622
920	0.2315647077
921	0.2314737664
922	0.2314175205
923	0.2313480212
924	0.2312922362
925	0.2312097519
926	0.2311446938
927	0.2310643975
928	0.2309927209
929	0.2308991305
930	0.2308816343
931	0.2307994613
932	0.2307325352
933	0.2306705286
934	0.2305682834
935	0.2305001418
936	0.2303445935
937	0.230245131
938	0.2301782777
939	0.2300962559
940	0.23004659
941	0.2299877228
942	0.2299164666
943	0.2298284346
944	0.2297704031
945	0.2297145591
946	0.2296469567
947	0.2295238896
948	0.2294420367
949	0.2293627417
950	0.2292849194
951	0.229276723
952	0.2292553274
953	0.2291662071
954	0.2290648961
955	0.2289890105
956	0.2289128578
957	0.2288097985
958	0.2287536661
959	0.228679908
960	0.2286040262
961	0.2285619681
962	0.2284459329
963	0.2283785639
964	0.2282916471
965	0.2281784388
966	0.2281285456
967	0.2280463158
968	0.2279594454
969	0.2278866362
970	0.2278149004
971	0.2277196555
972	0.2276692204
973	0.2275938568
974	0.2275434132
975	0.2274647267
976	0.2273953898
977	0.2273528748
978	0.2272815576
979	0.2272406439
980	0.2271462766
981	0.2270697512
982	0.2269892955
983	0.2269100618
984	0.2268477521
985	0.226767154
986	0.2266968765
987	0.2265356843
988	0.2264676421
989	0.2263754483
990	0.2262807309
991	0.2262234729
992	0.2261874023
993	0.2260698268
994	0.2260010257
995	0.2259514897
996	0.2258743874
997	0.2257985652
998	0.2257240118
999	0.2256490055
